family,direction,layer,alpha,target_rate,unsteered,unscorable
all_caps,nat2alt,12,1.0,0.72,0.0,0.04
all_caps,nat2alt,12,2.0,0.56,0.0,0.04
all_caps,nat2alt,12,4.0,0.2,0.0,0.08
all_caps,nat2alt,16,0.5,0.0,0.0,0.02
all_caps,nat2alt,16,1.0,0.64,0.0,0.02
all_caps,nat2alt,16,2.0,0.56,0.0,0.02
all_caps,nat2alt,16,4.0,0.22,0.0,0.1
all_caps,nat2alt,20,0.5,0.04,0.0,0.0
all_caps,nat2alt,20,1.0,0.64,0.0,0.0
all_caps,nat2alt,20,2.0,0.64,0.0,0.02
all_caps,nat2alt,20,4.0,0.7,0.0,0.0
all_caps,nat2alt,24,0.5,0.0,0.0,0.0
all_caps,nat2alt,24,1.0,0.36,0.0,0.02
all_caps,nat2alt,24,2.0,0.4,0.0,0.02
all_caps,nat2alt,24,4.0,0.62,0.0,0.12
all_caps,alt2nat,2,0.5,0.48,0.0,0.04
all_caps,alt2nat,2,1.0,1.0,0.0,0.0
all_caps,alt2nat,2,2.0,1.0,0.0,0.0
all_caps,alt2nat,2,4.0,1.0,0.0,0.0
all_caps,alt2nat,4,0.5,0.84,0.0,0.0
all_caps,alt2nat,4,1.0,1.0,0.0,0.0
all_caps,alt2nat,4,2.0,1.0,0.0,0.0
all_caps,alt2nat,4,4.0,1.0,0.0,0.0
all_caps,alt2nat,6,0.5,0.82,0.0,0.0
all_caps,alt2nat,6,1.0,1.0,0.0,0.0
all_caps,alt2nat,6,2.0,1.0,0.0,0.0
all_caps,alt2nat,6,4.0,0.98,0.0,0.0
all_caps,alt2nat,8,0.5,0.88,0.0,0.0
all_caps,alt2nat,8,1.0,1.0,0.0,0.0
all_caps,alt2nat,8,2.0,1.0,0.0,0.0
all_caps,alt2nat,8,4.0,1.0,0.0,0.0
all_caps,alt2nat,10,0.5,0.88,0.0,0.0
all_caps,alt2nat,10,1.0,1.0,0.0,0.0
all_caps,alt2nat,10,2.0,1.0,0.0,0.0
all_caps,alt2nat,10,4.0,1.0,0.0,0.0
all_caps,alt2nat,12,0.5,0.78,0.0,0.02
all_caps,alt2nat,12,1.0,0.96,0.0,0.0
all_caps,alt2nat,12,2.0,0.98,0.0,0.0
all_caps,alt2nat,12,4.0,1.0,0.0,0.0
all_caps,alt2nat,16,0.5,0.24,0.0,0.04
all_caps,alt2nat,16,1.0,0.96,0.0,0.0
all_caps,alt2nat,16,2.0,0.96,0.0,0.0
all_caps,alt2nat,16,4.0,0.96,0.0,0.0
all_caps,alt2nat,20,0.5,0.08,0.0,0.02
all_caps,alt2nat,20,1.0,0.94,0.0,0.0
all_caps,alt2nat,20,2.0,0.96,0.0,0.0
all_caps,alt2nat,20,4.0,1.0,0.0,0.0
all_caps,alt2nat,24,0.5,0.04,0.0,0.04
all_caps,alt2nat,24,1.0,0.58,0.0,0.14
all_caps,alt2nat,24,2.0,0.78,0.0,0.08
all_caps,alt2nat,24,4.0,0.96,0.0,0.0
double_space,nat2alt,2,0.5,0.0,0.0,0.0
double_space,nat2alt,2,1.0,0.0,0.0,0.0
double_space,nat2alt,2,2.0,0.1,0.0,0.0
double_space,nat2alt,2,4.0,0.06,0.0,0.04
double_space,nat2alt,4,0.5,0.0,0.0,0.0
double_space,nat2alt,4,1.0,0.0,0.0,0.02
double_space,nat2alt,4,2.0,0.08,0.0,0.0
double_space,nat2alt,4,4.0,0.18,0.0,0.04
double_space,nat2alt,6,0.5,0.02,0.0,0.02
double_space,nat2alt,6,1.0,0.0,0.0,0.0
double_space,nat2alt,6,2.0,0.12,0.0,0.0
double_space,nat2alt,6,4.0,0.44,0.0,0.04
double_space,nat2alt,8,0.5,0.02,0.0,0.0
double_space,nat2alt,8,1.0,0.0,0.0,0.0
double_space,nat2alt,8,2.0,0.08,0.0,0.02
double_space,nat2alt,8,4.0,0.34,0.0,0.04
double_space,nat2alt,10,0.5,0.0,0.0,0.0
double_space,nat2alt,10,1.0,0.02,0.0,0.0
double_space,nat2alt,10,2.0,0.08,0.0,0.02
double_space,nat2alt,10,4.0,0.7,0.0,0.06
double_space,nat2alt,12,0.5,0.0,0.0,0.02
double_space,nat2alt,12,1.0,0.0,0.0,0.0
double_space,nat2alt,12,2.0,0.06,0.0,0.02
double_space,nat2alt,12,4.0,0.32,0.0,0.08
double_space,nat2alt,16,0.5,0.0,0.0,0.0
double_space,nat2alt,16,1.0,0.0,0.0,0.0
double_space,nat2alt,16,2.0,0.0,0.0,0.0
double_space,nat2alt,16,4.0,0.32,0.0,0.08
double_space,nat2alt,20,0.5,0.0,0.0,0.02
double_space,nat2alt,20,1.0,0.0,0.0,0.02
double_space,nat2alt,20,2.0,0.0,0.0,0.02
double_space,nat2alt,20,4.0,0.38,0.0,0.02
double_space,nat2alt,24,0.5,0.0,0.0,0.0
double_space,nat2alt,24,1.0,0.0,0.0,0.02
double_space,nat2alt,24,2.0,0.02,0.0,0.0
double_space,nat2alt,24,4.0,0.12,0.0,0.08
double_space,alt2nat,2,0.5,0.12,0.08,0.0
double_space,alt2nat,2,1.0,0.4,0.08,0.0
double_space,alt2nat,2,2.0,0.98,0.08,0.02
double_space,alt2nat,2,4.0,1.0,0.08,0.0
double_space,alt2nat,4,0.5,0.12,0.08,0.0
double_space,alt2nat,4,1.0,0.5,0.08,0.02
double_space,alt2nat,4,2.0,1.0,0.08,0.0
double_space,alt2nat,4,4.0,1.0,0.08,0.0
double_space,alt2nat,6,0.5,0.08,0.08,0.0
double_space,alt2nat,6,1.0,0.36,0.08,0.02
double_space,alt2nat,6,2.0,0.98,0.08,0.02
double_space,alt2nat,6,4.0,0.96,0.08,0.04
double_space,alt2nat,8,0.5,0.12,0.08,0.0
double_space,alt2nat,8,1.0,0.36,0.08,0.02
double_space,alt2nat,8,2.0,1.0,0.08,0.0
double_space,alt2nat,8,4.0,1.0,0.08,0.0
double_space,alt2nat,10,0.5,0.1,0.08,0.0
double_space,alt2nat,10,1.0,0.14,0.08,0.0
double_space,alt2nat,10,2.0,0.56,0.08,0.02
double_space,alt2nat,10,4.0,0.7,0.08,0.02
double_space,alt2nat,12,0.5,0.08,0.08,0.02
double_space,alt2nat,12,1.0,0.08,0.08,0.0
double_space,alt2nat,12,2.0,0.38,0.08,0.06
double_space,alt2nat,12,4.0,0.48,0.08,0.0
double_space,alt2nat,16,0.5,0.02,0.08,0.0
double_space,alt2nat,16,1.0,0.1,0.08,0.0
double_space,alt2nat,16,2.0,0.3,0.08,0.04
double_space,alt2nat,16,4.0,0.36,0.08,0.02
double_space,alt2nat,20,0.5,0.12,0.08,0.0
double_space,alt2nat,20,1.0,0.22,0.08,0.0
double_space,alt2nat,20,2.0,0.16,0.08,0.0
double_space,alt2nat,20,4.0,0.22,0.08,0.0
double_space,alt2nat,24,0.5,0.1,0.08,0.0
double_space,alt2nat,24,1.0,0.06,0.08,0.02
double_space,alt2nat,24,2.0,0.12,0.08,0.0
double_space,alt2nat,24,4.0,0.1,0.08,0.02
us_uk,nat2alt,2,0.5,0.1,0.04,0.16
us_uk,nat2alt,2,1.0,0.7,0.04,0.1
us_uk,nat2alt,2,2.0,0.74,0.04,0.1
us_uk,nat2alt,2,4.0,0.78,0.04,0.16
us_uk,nat2alt,4,0.5,0.22,0.04,0.08
us_uk,nat2alt,4,1.0,0.66,0.04,0.12
us_uk,nat2alt,4,2.0,0.8,0.04,0.14
us_uk,nat2alt,4,4.0,0.72,0.04,0.18
us_uk,nat2alt,6,0.5,0.12,0.04,0.12
us_uk,nat2alt,6,1.0,0.62,0.04,0.12
us_uk,nat2alt,6,2.0,0.8,0.04,0.1
us_uk,nat2alt,6,4.0,0.66,0.04,0.26
us_uk,nat2alt,8,0.5,0.12,0.04,0.18
us_uk,nat2alt,8,1.0,0.68,0.04,0.06
us_uk,nat2alt,8,2.0,0.78,0.04,0.1
us_uk,nat2alt,8,4.0,0.8,0.04,0.16
us_uk,nat2alt,10,0.5,0.12,0.04,0.16
us_uk,nat2alt,10,1.0,0.62,0.04,0.16
us_uk,nat2alt,10,2.0,0.86,0.04,0.1
us_uk,nat2alt,10,4.0,0.72,0.04,0.16
us_uk,nat2alt,12,0.5,0.12,0.04,0.12
us_uk,nat2alt,12,1.0,0.5,0.04,0.16
us_uk,nat2alt,12,2.0,0.76,0.04,0.12
us_uk,nat2alt,12,4.0,0.76,0.04,0.18
us_uk,nat2alt,16,0.5,0.08,0.04,0.16
us_uk,nat2alt,16,1.0,0.3,0.04,0.08
us_uk,nat2alt,16,2.0,0.72,0.04,0.16
us_uk,nat2alt,16,4.0,0.68,0.04,0.12
us_uk,nat2alt,20,0.5,0.06,0.04,0.12
us_uk,nat2alt,20,1.0,0.28,0.04,0.2
us_uk,nat2alt,20,2.0,0.86,0.04,0.12
us_uk,nat2alt,20,4.0,0.86,0.04,0.14
us_uk,nat2alt,24,0.5,0.02,0.04,0.16
us_uk,nat2alt,24,1.0,0.06,0.04,0.1
us_uk,nat2alt,24,2.0,0.04,0.04,0.1
us_uk,nat2alt,24,4.0,0.04,0.04,0.14
us_uk,alt2nat,2,0.5,0.64,0.18,0.1
us_uk,alt2nat,2,1.0,0.76,0.18,0.2
us_uk,alt2nat,2,2.0,0.78,0.18,0.18
us_uk,alt2nat,2,4.0,0.8,0.18,0.14
us_uk,alt2nat,4,0.5,0.6,0.18,0.14
us_uk,alt2nat,4,1.0,0.78,0.18,0.12
us_uk,alt2nat,4,2.0,0.8,0.18,0.16
us_uk,alt2nat,4,4.0,0.74,0.18,0.16
us_uk,alt2nat,6,0.5,0.68,0.18,0.14
us_uk,alt2nat,6,1.0,0.84,0.18,0.1
us_uk,alt2nat,6,2.0,0.86,0.18,0.1
us_uk,alt2nat,6,4.0,0.8,0.18,0.14
us_uk,alt2nat,8,0.5,0.4,0.18,0.22
us_uk,alt2nat,8,1.0,0.82,0.18,0.1
us_uk,alt2nat,8,2.0,0.72,0.18,0.2
us_uk,alt2nat,8,4.0,0.82,0.18,0.12
us_uk,alt2nat,10,0.5,0.5,0.18,0.16
us_uk,alt2nat,10,1.0,0.74,0.18,0.16
us_uk,alt2nat,10,2.0,0.8,0.18,0.16
us_uk,alt2nat,10,4.0,0.8,0.18,0.12
us_uk,alt2nat,12,0.5,0.56,0.18,0.18
us_uk,alt2nat,12,1.0,0.78,0.18,0.12
us_uk,alt2nat,12,2.0,0.86,0.18,0.1
us_uk,alt2nat,12,4.0,0.74,0.18,0.18
us_uk,alt2nat,16,0.5,0.42,0.18,0.2
us_uk,alt2nat,16,1.0,0.72,0.18,0.16
us_uk,alt2nat,16,2.0,0.7,0.18,0.16
us_uk,alt2nat,16,4.0,0.8,0.18,0.16
us_uk,alt2nat,20,0.5,0.46,0.18,0.18
us_uk,alt2nat,20,1.0,0.66,0.18,0.1
us_uk,alt2nat,20,2.0,0.78,0.18,0.14
us_uk,alt2nat,20,4.0,0.62,0.18,0.16
us_uk,alt2nat,24,0.5,0.18,0.18,0.1
us_uk,alt2nat,24,1.0,0.14,0.18,0.18
us_uk,alt2nat,24,2.0,0.2,0.18,0.1
us_uk,alt2nat,24,4.0,0.18,0.18,0.12
ise_ize,nat2alt,2,0.5,0.08,0.0,0.16
ise_ize,nat2alt,2,1.0,0.48,0.0,0.2
ise_ize,nat2alt,2,2.0,0.7,0.0,0.12
ise_ize,nat2alt,2,4.0,0.52,0.0,0.16
ise_ize,nat2alt,4,0.5,0.1,0.0,0.14
ise_ize,nat2alt,4,1.0,0.48,0.0,0.14
ise_ize,nat2alt,4,2.0,0.8,0.0,0.14
ise_ize,nat2alt,4,4.0,0.68,0.0,0.14
ise_ize,nat2alt,6,0.5,0.04,0.0,0.16
ise_ize,nat2alt,6,1.0,0.46,0.0,0.16
ise_ize,nat2alt,6,2.0,0.64,0.0,0.14
ise_ize,nat2alt,6,4.0,0.56,0.0,0.16
ise_ize,nat2alt,8,0.5,0.04,0.0,0.08
ise_ize,nat2alt,8,1.0,0.46,0.0,0.18
ise_ize,nat2alt,8,2.0,0.64,0.0,0.1
ise_ize,nat2alt,8,4.0,0.48,0.0,0.24
ise_ize,nat2alt,10,0.5,0.04,0.0,0.14
ise_ize,nat2alt,10,1.0,0.56,0.0,0.16
ise_ize,nat2alt,10,2.0,0.66,0.0,0.22
ise_ize,nat2alt,10,4.0,0.66,0.0,0.12
ise_ize,nat2alt,12,0.5,0.06,0.0,0.14
ise_ize,nat2alt,12,1.0,0.4,0.0,0.14
ise_ize,nat2alt,12,2.0,0.62,0.0,0.18
ise_ize,nat2alt,12,4.0,0.48,0.0,0.18
ise_ize,nat2alt,16,0.5,0.04,0.0,0.2
ise_ize,nat2alt,16,1.0,0.34,0.0,0.12
ise_ize,nat2alt,16,2.0,0.7,0.0,0.22
ise_ize,nat2alt,16,4.0,0.5,0.0,0.18
ise_ize,nat2alt,20,0.5,0.0,0.0,0.12
ise_ize,nat2alt,20,1.0,0.22,0.0,0.1
ise_ize,nat2alt,20,2.0,0.78,0.0,0.16
ise_ize,nat2alt,20,4.0,0.72,0.0,0.22
ise_ize,nat2alt,24,0.5,0.02,0.0,0.16
ise_ize,nat2alt,24,1.0,0.02,0.0,0.26
ise_ize,nat2alt,24,2.0,0.04,0.0,0.08
ise_ize,nat2alt,24,4.0,0.0,0.0,0.2
ise_ize,alt2nat,2,0.5,0.56,0.2,0.16
ise_ize,alt2nat,2,1.0,0.82,0.2,0.12
ise_ize,alt2nat,2,2.0,0.84,0.2,0.14
ise_ize,alt2nat,2,4.0,0.8,0.2,0.2
ise_ize,alt2nat,4,0.5,0.3,0.2,0.18
ise_ize,alt2nat,4,1.0,0.84,0.2,0.14
ise_ize,alt2nat,4,2.0,0.82,0.2,0.18
ise_ize,alt2nat,4,4.0,0.86,0.2,0.14
ise_ize,alt2nat,6,0.5,0.54,0.2,0.16
ise_ize,alt2nat,6,1.0,0.82,0.2,0.16
ise_ize,alt2nat,6,2.0,0.82,0.2,0.16
ise_ize,alt2nat,6,4.0,0.84,0.2,0.16
ise_ize,alt2nat,8,0.5,0.42,0.2,0.2
ise_ize,alt2nat,8,1.0,0.86,0.2,0.14
ise_ize,alt2nat,8,2.0,0.78,0.2,0.2
ise_ize,alt2nat,8,4.0,0.86,0.2,0.14
ise_ize,alt2nat,10,0.5,0.44,0.2,0.16
ise_ize,alt2nat,10,1.0,0.72,0.2,0.24
ise_ize,alt2nat,10,2.0,0.84,0.2,0.16
ise_ize,alt2nat,10,4.0,0.84,0.2,0.14
ise_ize,alt2nat,12,0.5,0.6,0.2,0.18
ise_ize,alt2nat,12,1.0,0.88,0.2,0.1
ise_ize,alt2nat,12,2.0,0.82,0.2,0.16
ise_ize,alt2nat,12,4.0,0.88,0.2,0.12
ise_ize,alt2nat,16,0.5,0.48,0.2,0.14
ise_ize,alt2nat,16,1.0,0.64,0.2,0.14
ise_ize,alt2nat,16,2.0,0.78,0.2,0.2
ise_ize,alt2nat,16,4.0,0.8,0.2,0.16
ise_ize,alt2nat,20,0.5,0.34,0.2,0.18
ise_ize,alt2nat,20,1.0,0.72,0.2,0.18
ise_ize,alt2nat,20,2.0,0.8,0.2,0.16
ise_ize,alt2nat,20,4.0,0.68,0.2,0.32
ise_ize,alt2nat,24,0.5,0.24,0.2,0.14
ise_ize,alt2nat,24,1.0,0.26,0.2,0.12
ise_ize,alt2nat,24,2.0,0.2,0.2,0.26
ise_ize,alt2nat,24,4.0,0.26,0.2,0.18
brit_t_past,nat2alt,2,0.5,0.08,0.1,0.32
brit_t_past,nat2alt,2,1.0,0.08,0.1,0.3
brit_t_past,nat2alt,2,2.0,0.16,0.1,0.28
brit_t_past,nat2alt,2,4.0,0.2,0.1,0.24
brit_t_past,nat2alt,4,0.5,0.08,0.1,0.22
brit_t_past,nat2alt,4,1.0,0.18,0.1,0.3
brit_t_past,nat2alt,4,2.0,0.14,0.1,0.38
brit_t_past,nat2alt,4,4.0,0.12,0.1,0.26
brit_t_past,nat2alt,6,0.5,0.14,0.1,0.24
brit_t_past,nat2alt,6,1.0,0.16,0.1,0.26
brit_t_past,nat2alt,6,2.0,0.14,0.1,0.28
brit_t_past,nat2alt,6,4.0,0.2,0.1,0.28
brit_t_past,nat2alt,8,0.5,0.14,0.1,0.28
brit_t_past,nat2alt,8,1.0,0.1,0.1,0.3
brit_t_past,nat2alt,8,2.0,0.24,0.1,0.22
brit_t_past,nat2alt,8,4.0,0.16,0.1,0.36
brit_t_past,nat2alt,10,0.5,0.12,0.1,0.18
brit_t_past,nat2alt,10,1.0,0.1,0.1,0.2
brit_t_past,nat2alt,10,2.0,0.14,0.1,0.36
brit_t_past,nat2alt,10,4.0,0.2,0.1,0.26
brit_t_past,nat2alt,12,0.5,0.04,0.1,0.32
brit_t_past,nat2alt,12,1.0,0.08,0.1,0.22
brit_t_past,nat2alt,12,2.0,0.22,0.1,0.32
brit_t_past,nat2alt,12,4.0,0.22,0.1,0.34
brit_t_past,nat2alt,16,0.5,0.02,0.1,0.28
brit_t_past,nat2alt,16,1.0,0.1,0.1,0.26
brit_t_past,nat2alt,16,2.0,0.04,0.1,0.3
brit_t_past,nat2alt,16,4.0,0.16,0.1,0.28
brit_t_past,nat2alt,20,0.5,0.06,0.1,0.32
brit_t_past,nat2alt,20,1.0,0.04,0.1,0.3
brit_t_past,nat2alt,20,2.0,0.2,0.1,0.28
brit_t_past,nat2alt,20,4.0,0.2,0.1,0.36
brit_t_past,nat2alt,24,0.5,0.12,0.1,0.28
brit_t_past,nat2alt,24,1.0,0.06,0.1,0.28
brit_t_past,nat2alt,24,2.0,0.12,0.1,0.24
brit_t_past,nat2alt,24,4.0,0.1,0.1,0.3
brit_t_past,alt2nat,2,0.5,0.64,0.5,0.24
brit_t_past,alt2nat,2,1.0,0.64,0.5,0.26
brit_t_past,alt2nat,2,2.0,0.68,0.5,0.24
brit_t_past,alt2nat,2,4.0,0.68,0.5,0.28
brit_t_past,alt2nat,4,0.5,0.56,0.5,0.28
brit_t_past,alt2nat,4,1.0,0.7,0.5,0.16
brit_t_past,alt2nat,4,2.0,0.62,0.5,0.24
brit_t_past,alt2nat,4,4.0,0.66,0.5,0.26
brit_t_past,alt2nat,6,0.5,0.6,0.5,0.26
brit_t_past,alt2nat,6,1.0,0.54,0.5,0.34
brit_t_past,alt2nat,6,2.0,0.64,0.5,0.26
brit_t_past,alt2nat,6,4.0,0.64,0.5,0.28
brit_t_past,alt2nat,8,0.5,0.64,0.5,0.24
brit_t_past,alt2nat,8,1.0,0.6,0.5,0.28
brit_t_past,alt2nat,8,2.0,0.68,0.5,0.18
brit_t_past,alt2nat,8,4.0,0.68,0.5,0.24
brit_t_past,alt2nat,10,0.5,0.56,0.5,0.3
brit_t_past,alt2nat,10,1.0,0.58,0.5,0.28
brit_t_past,alt2nat,10,2.0,0.7,0.5,0.24
brit_t_past,alt2nat,10,4.0,0.76,0.5,0.22
brit_t_past,alt2nat,12,0.5,0.56,0.5,0.22
brit_t_past,alt2nat,12,1.0,0.56,0.5,0.34
brit_t_past,alt2nat,12,2.0,0.52,0.5,0.34
brit_t_past,alt2nat,12,4.0,0.6,0.5,0.26
brit_t_past,alt2nat,16,0.5,0.56,0.5,0.32
brit_t_past,alt2nat,16,1.0,0.62,0.5,0.32
brit_t_past,alt2nat,16,2.0,0.54,0.5,0.32
brit_t_past,alt2nat,16,4.0,0.54,0.5,0.3
brit_t_past,alt2nat,20,0.5,0.54,0.5,0.28
brit_t_past,alt2nat,20,1.0,0.52,0.5,0.28
brit_t_past,alt2nat,20,2.0,0.56,0.5,0.28
brit_t_past,alt2nat,20,4.0,0.56,0.5,0.38
brit_t_past,alt2nat,24,0.5,0.42,0.5,0.36
brit_t_past,alt2nat,24,1.0,0.52,0.5,0.3
brit_t_past,alt2nat,24,2.0,0.48,0.5,0.32
brit_t_past,alt2nat,24,4.0,0.56,0.5,0.3
whilst,nat2alt,2,0.5,0.12,0.04,0.16
whilst,nat2alt,2,1.0,0.48,0.04,0.28
whilst,nat2alt,2,2.0,0.82,0.04,0.14
whilst,nat2alt,2,4.0,0.82,0.04,0.18
whilst,nat2alt,4,0.5,0.14,0.04,0.38
whilst,nat2alt,4,1.0,0.52,0.04,0.3
whilst,nat2alt,4,2.0,0.86,0.04,0.12
whilst,nat2alt,4,4.0,0.84,0.04,0.14
whilst,nat2alt,6,0.5,0.14,0.04,0.32
whilst,nat2alt,6,1.0,0.64,0.04,0.24
whilst,nat2alt,6,2.0,0.7,0.04,0.28
whilst,nat2alt,6,4.0,0.8,0.04,0.18
whilst,nat2alt,8,0.5,0.08,0.04,0.32
whilst,nat2alt,8,1.0,0.56,0.04,0.3
whilst,nat2alt,8,2.0,0.78,0.04,0.2
whilst,nat2alt,8,4.0,0.86,0.04,0.04
whilst,nat2alt,10,0.5,0.1,0.04,0.24
whilst,nat2alt,10,1.0,0.38,0.04,0.26
whilst,nat2alt,10,2.0,0.72,0.04,0.2
whilst,nat2alt,10,4.0,0.86,0.04,0.1
whilst,nat2alt,12,0.5,0.06,0.04,0.32
whilst,nat2alt,12,1.0,0.42,0.04,0.32
whilst,nat2alt,12,2.0,0.72,0.04,0.18
whilst,nat2alt,12,4.0,0.86,0.04,0.1
whilst,nat2alt,16,0.5,0.1,0.04,0.28
whilst,nat2alt,16,1.0,0.24,0.04,0.32
whilst,nat2alt,16,2.0,0.68,0.04,0.24
whilst,nat2alt,16,4.0,0.8,0.04,0.14
whilst,nat2alt,20,0.5,0.1,0.04,0.3
whilst,nat2alt,20,1.0,0.26,0.04,0.3
whilst,nat2alt,20,2.0,0.64,0.04,0.2
whilst,nat2alt,20,4.0,0.9,0.04,0.04
whilst,nat2alt,24,0.5,0.08,0.04,0.24
whilst,nat2alt,24,1.0,0.04,0.04,0.26
whilst,nat2alt,24,2.0,0.06,0.04,0.22
whilst,nat2alt,24,4.0,0.1,0.04,0.2
whilst,alt2nat,2,0.5,0.54,0.06,0.26
whilst,alt2nat,2,1.0,0.72,0.06,0.24
whilst,alt2nat,2,2.0,0.68,0.06,0.26
whilst,alt2nat,2,4.0,0.7,0.06,0.26
