family,target,layer,alpha,target_rate,unscorable
us_uk,alt,20,0.5,0.04,0.22
us_uk,alt,20,1.0,0.02,0.14
us_uk,alt,20,2.0,0.08,0.16
us_uk,alt,20,4.0,0.24,0.22
us_uk,alt,24,0.0,0.02,0.18
us_uk,alt,24,0.5,0.02,0.16
us_uk,alt,24,1.0,0.06,0.2
us_uk,alt,24,2.0,0.14,0.16
us_uk,alt,24,4.0,0.52,0.22
ise_ize,nat,2,0.0,0.9,0.1
ise_ize,nat,2,0.5,0.94,0.06
ise_ize,nat,2,1.0,0.88,0.12
ise_ize,nat,2,2.0,0.96,0.04
ise_ize,nat,2,4.0,0.96,0.04
ise_ize,nat,4,0.0,0.9,0.1
ise_ize,nat,4,0.5,0.94,0.06
ise_ize,nat,4,1.0,0.94,0.06
ise_ize,nat,4,2.0,0.92,0.06
ise_ize,nat,4,4.0,0.94,0.06
ise_ize,nat,6,0.0,0.9,0.1
ise_ize,nat,6,0.5,0.96,0.04
ise_ize,nat,6,1.0,0.94,0.06
ise_ize,nat,6,2.0,0.94,0.06
ise_ize,nat,6,4.0,0.92,0.08
ise_ize,nat,8,0.0,0.9,0.1
ise_ize,nat,8,0.5,0.9,0.1
ise_ize,nat,8,1.0,0.94,0.06
ise_ize,nat,8,2.0,0.9,0.08
ise_ize,nat,8,4.0,0.98,0.02
ise_ize,nat,10,0.0,0.9,0.1
ise_ize,nat,10,0.5,0.96,0.04
ise_ize,nat,10,1.0,0.94,0.06
ise_ize,nat,10,2.0,0.98,0.02
ise_ize,nat,10,4.0,0.92,0.08
ise_ize,nat,12,0.0,0.9,0.1
ise_ize,nat,12,0.5,0.94,0.06
ise_ize,nat,12,1.0,0.92,0.08
ise_ize,nat,12,2.0,0.94,0.06
ise_ize,nat,12,4.0,0.94,0.06
ise_ize,nat,16,0.0,0.9,0.1
ise_ize,nat,16,0.5,0.92,0.08
ise_ize,nat,16,1.0,0.94,0.06
ise_ize,nat,16,2.0,0.94,0.06
ise_ize,nat,16,4.0,0.92,0.06
ise_ize,nat,20,0.0,0.9,0.1
ise_ize,nat,20,0.5,0.9,0.1
ise_ize,nat,20,1.0,0.96,0.04
ise_ize,nat,20,2.0,0.96,0.04
ise_ize,nat,20,4.0,0.92,0.08
ise_ize,nat,24,0.0,0.9,0.1
ise_ize,nat,24,0.5,0.96,0.04
ise_ize,nat,24,1.0,0.9,0.1
ise_ize,nat,24,2.0,0.94,0.06
ise_ize,nat,24,4.0,0.98,0.02
ise_ize,alt,2,0.0,0.0,0.1
ise_ize,alt,2,0.5,0.0,0.06
ise_ize,alt,2,1.0,0.0,0.02
ise_ize,alt,2,2.0,0.02,0.06
ise_ize,alt,2,4.0,0.0,0.1
ise_ize,alt,4,0.0,0.0,0.1
ise_ize,alt,4,0.5,0.0,0.04
ise_ize,alt,4,1.0,0.0,0.04
ise_ize,alt,4,2.0,0.0,0.12
ise_ize,alt,4,4.0,0.0,0.02
ise_ize,alt,6,0.0,0.0,0.1
ise_ize,alt,6,0.5,0.0,0.04
ise_ize,alt,6,1.0,0.0,0.14
ise_ize,alt,6,2.0,0.0,0.04
ise_ize,alt,6,4.0,0.0,0.06
ise_ize,alt,8,0.0,0.0,0.1
ise_ize,alt,8,0.5,0.0,0.04
ise_ize,alt,8,1.0,0.0,0.08
ise_ize,alt,8,2.0,0.0,0.06
ise_ize,alt,8,4.0,0.0,0.1
ise_ize,alt,10,0.0,0.0,0.1
ise_ize,alt,10,0.5,0.0,0.08
ise_ize,alt,10,1.0,0.0,0.08
ise_ize,alt,10,2.0,0.0,0.08
ise_ize,alt,10,4.0,0.0,0.04
ise_ize,alt,12,0.0,0.0,0.1
ise_ize,alt,12,0.5,0.0,0.1
ise_ize,alt,12,1.0,0.0,0.12
ise_ize,alt,12,2.0,0.0,0.08
ise_ize,alt,12,4.0,0.0,0.14
ise_ize,alt,16,0.0,0.0,0.1
ise_ize,alt,16,0.5,0.0,0.12
ise_ize,alt,16,1.0,0.0,0.1
ise_ize,alt,16,2.0,0.0,0.04
ise_ize,alt,16,4.0,0.0,0.02
ise_ize,alt,20,0.0,0.0,0.1
ise_ize,alt,20,0.5,0.0,0.1
ise_ize,alt,20,1.0,0.02,0.08
ise_ize,alt,20,2.0,0.06,0.1
ise_ize,alt,20,4.0,0.38,0.06
ise_ize,alt,24,0.0,0.0,0.1
ise_ize,alt,24,0.5,0.0,0.02
ise_ize,alt,24,1.0,0.08,0.02
ise_ize,alt,24,2.0,0.22,0.1
ise_ize,alt,24,4.0,0.7,0.08
contractions,nat,2,0.0,0.32,0.16
contractions,nat,2,0.5,0.42,0.16
contractions,nat,2,1.0,0.46,0.18
contractions,nat,2,2.0,0.38,0.16
contractions,nat,2,4.0,0.48,0.12
contractions,nat,4,0.0,0.32,0.16
contractions,nat,4,0.5,0.38,0.16
contractions,nat,4,1.0,0.4,0.24
contractions,nat,4,2.0,0.52,0.18
contractions,nat,4,4.0,0.54,0.14
contractions,nat,6,0.0,0.32,0.16
contractions,nat,6,0.5,0.4,0.22
contractions,nat,6,1.0,0.34,0.24
contractions,nat,6,2.0,0.32,0.22
contractions,nat,6,4.0,0.42,0.2
contractions,nat,8,0.0,0.32,0.16
contractions,nat,8,0.5,0.4,0.26
contractions,nat,8,1.0,0.4,0.2
contractions,nat,8,2.0,0.46,0.2
contractions,nat,8,4.0,0.44,0.26
contractions,nat,10,0.0,0.32,0.16
contractions,nat,10,0.5,0.36,0.18
contractions,nat,10,1.0,0.46,0.18
contractions,nat,10,2.0,0.4,0.2
contractions,nat,10,4.0,0.58,0.22
contractions,nat,12,0.0,0.32,0.16
contractions,nat,12,0.5,0.48,0.2
contractions,nat,12,1.0,0.52,0.12
contractions,nat,12,2.0,0.48,0.28
contractions,nat,12,4.0,0.58,0.2
contractions,nat,16,0.0,0.32,0.16
contractions,nat,16,0.5,0.46,0.2
contractions,nat,16,1.0,0.5,0.18
contractions,nat,16,2.0,0.5,0.16
contractions,nat,16,4.0,0.5,0.24
contractions,nat,20,0.0,0.32,0.16
contractions,nat,20,0.5,0.48,0.22
contractions,nat,20,1.0,0.44,0.26
contractions,nat,20,2.0,0.44,0.26
contractions,nat,20,4.0,0.66,0.22
contractions,nat,24,0.0,0.32,0.16
contractions,nat,24,0.5,0.52,0.22
contractions,nat,24,1.0,0.5,0.2
contractions,nat,24,2.0,0.64,0.24
contractions,nat,24,4.0,0.72,0.28
contractions,alt,2,0.0,0.52,0.16
contractions,alt,2,0.5,0.42,0.22
contractions,alt,2,1.0,0.3,0.24
contractions,alt,2,2.0,0.34,0.26
contractions,alt,2,4.0,0.42,0.12
contractions,alt,4,0.0,0.52,0.16
contractions,alt,4,0.5,0.48,0.18
contractions,alt,4,1.0,0.46,0.16
contractions,alt,4,2.0,0.34,0.32
contractions,alt,4,4.0,0.44,0.18
contractions,alt,6,0.0,0.52,0.16
contractions,alt,6,0.5,0.52,0.1
contractions,alt,6,1.0,0.44,0.22
contractions,alt,6,2.0,0.5,0.12
contractions,alt,6,4.0,0.44,0.22
contractions,alt,8,0.0,0.52,0.16
contractions,alt,8,0.5,0.5,0.16
contractions,alt,8,1.0,0.42,0.16
contractions,alt,8,2.0,0.5,0.16
contractions,alt,8,4.0,0.56,0.22
contractions,alt,10,0.0,0.52,0.16
contractions,alt,10,0.5,0.42,0.18
contractions,alt,10,1.0,0.52,0.14
contractions,alt,10,2.0,0.5,0.22
contractions,alt,10,4.0,0.58,0.12
contractions,alt,12,0.0,0.52,0.16
contractions,alt,12,0.5,0.4,0.16
contractions,alt,12,1.0,0.38,0.26
contractions,alt,12,2.0,0.52,0.14
contractions,alt,12,4.0,0.56,0.08
contractions,alt,16,0.0,0.52,0.16
contractions,alt,16,0.5,0.52,0.22
contractions,alt,16,1.0,0.46,0.2
contractions,alt,16,2.0,0.58,0.14
contractions,alt,16,4.0,0.66,0.12
contractions,alt,20,0.0,0.52,0.16
contractions,alt,20,0.5,0.46,0.18
contractions,alt,20,1.0,0.64,0.1
contractions,alt,20,2.0,0.64,0.1
contractions,alt,20,4.0,0.88,0.06
contractions,alt,24,0.0,0.52,0.16
contractions,alt,24,0.5,0.46,0.14
contractions,alt,24,1.0,0.64,0.14
contractions,alt,24,2.0,0.74,0.08
contractions,alt,24,4.0,0.96,0.02
num_words,nat,2,0.0,0.68,0.16
num_words,nat,2,0.5,0.72,0.16
num_words,nat,2,1.0,0.74,0.1
num_words,nat,2,2.0,0.72,0.2
num_words,nat,2,4.0,0.72,0.1
num_words,nat,4,0.0,0.68,0.16
num_words,nat,4,0.5,0.74,0.18
num_words,nat,4,1.0,0.76,0.16
num_words,nat,4,2.0,0.7,0.22
num_words,nat,4,4.0,0.72,0.16
num_words,nat,6,0.0,0.68,0.16
num_words,nat,6,0.5,0.78,0.06
num_words,nat,6,1.0,0.74,0.12
num_words,nat,6,2.0,0.78,0.1
num_words,nat,6,4.0,0.76,0.14
num_words,nat,8,0.0,0.68,0.16
num_words,nat,8,0.5,0.78,0.12
num_words,nat,8,1.0,0.76,0.16
num_words,nat,8,2.0,0.7,0.2
num_words,nat,8,4.0,0.74,0.1
num_words,nat,10,0.0,0.68,0.16
num_words,nat,10,0.5,0.72,0.14
num_words,nat,10,1.0,0.84,0.06
num_words,nat,10,2.0,0.8,0.16
num_words,nat,10,4.0,0.88,0.1
num_words,nat,12,0.0,0.68,0.16
num_words,nat,12,0.5,0.8,0.1
num_words,nat,12,1.0,0.74,0.16
num_words,nat,12,2.0,0.76,0.14
num_words,nat,12,4.0,0.8,0.12
num_words,nat,16,0.0,0.68,0.16
num_words,nat,16,0.5,0.8,0.12
num_words,nat,16,1.0,0.82,0.12
num_words,nat,16,2.0,0.84,0.1
num_words,nat,16,4.0,0.84,0.12
num_words,nat,20,0.0,0.68,0.16
num_words,nat,20,0.5,0.78,0.08
num_words,nat,20,1.0,0.84,0.1
num_words,nat,20,2.0,0.8,0.18
num_words,nat,20,4.0,0.9,0.1
num_words,nat,24,0.0,0.68,0.16
num_words,nat,24,0.5,0.88,0.12
num_words,nat,24,1.0,0.92,0.06
num_words,nat,24,2.0,0.98,0.02
num_words,nat,24,4.0,0.96,0.04
num_words,alt,2,0.0,0.16,0.16
num_words,alt,2,0.5,0.18,0.08
num_words,alt,2,1.0,0.08,0.14
num_words,alt,2,2.0,0.06,0.12
num_words,alt,2,4.0,0.02,0.14
num_words,alt,4,0.0,0.16,0.16
num_words,alt,4,0.5,0.18,0.1
num_words,alt,4,1.0,0.1,0.14
num_words,alt,4,2.0,0.12,0.12
num_words,alt,4,4.0,0.14,0.12
num_words,alt,6,0.0,0.16,0.16
num_words,alt,6,0.5,0.1,0.12
num_words,alt,6,1.0,0.1,0.14
num_words,alt,6,2.0,0.04,0.2
num_words,alt,6,4.0,0.12,0.14
num_words,alt,8,0.0,0.16,0.16
num_words,alt,8,0.5,0.08,0.18
num_words,alt,8,1.0,0.12,0.12
num_words,alt,8,2.0,0.12,0.14
num_words,alt,8,4.0,0.2,0.12
num_words,alt,10,0.0,0.16,0.16
num_words,alt,10,0.5,0.08,0.14
num_words,alt,10,1.0,0.14,0.14
num_words,alt,10,2.0,0.1,0.12
num_words,alt,10,4.0,0.16,0.1
num_words,alt,12,0.0,0.16,0.16
num_words,alt,12,0.5,0.06,0.18
num_words,alt,12,1.0,0.08,0.14
num_words,alt,12,2.0,0.16,0.1
num_words,alt,12,4.0,0.1,0.16
num_words,alt,16,0.0,0.16,0.16
num_words,alt,16,0.5,0.12,0.16
num_words,alt,16,1.0,0.06,0.12
num_words,alt,16,2.0,0.18,0.14
num_words,alt,16,4.0,0.24,0.12
num_words,alt,20,0.0,0.16,0.16
num_words,alt,20,0.5,0.22,0.12
num_words,alt,20,1.0,0.22,0.14
num_words,alt,20,2.0,0.36,0.1
num_words,alt,20,4.0,0.48,0.1
num_words,alt,24,0.0,0.16,0.16
num_words,alt,24,0.5,0.26,0.12
num_words,alt,24,1.0,0.44,0.2
num_words,alt,24,2.0,0.74,0.12
num_words,alt,24,4.0,0.82,0.18
ordinal_words,nat,2,0.0,0.3,0.06
ordinal_words,nat,2,0.5,0.26,0.04
ordinal_words,nat,2,1.0,0.16,0.04
ordinal_words,nat,2,2.0,0.22,0.08
ordinal_words,nat,2,4.0,0.24,0.08
ordinal_words,nat,4,0.0,0.3,0.06
ordinal_words,nat,4,0.5,0.28,0.04
ordinal_words,nat,4,1.0,0.28,0.02
ordinal_words,nat,4,2.0,0.24,0.04
ordinal_words,nat,4,4.0,0.26,0.04
ordinal_words,nat,6,0.0,0.3,0.06
ordinal_words,nat,6,0.5,0.2,0.06
ordinal_words,nat,6,1.0,0.2,0.04
ordinal_words,nat,6,2.0,0.22,0.06
ordinal_words,nat,6,4.0,0.18,0.04
ordinal_words,nat,8,0.0,0.3,0.06
ordinal_words,nat,8,0.5,0.22,0.06
ordinal_words,nat,8,1.0,0.12,0.12
ordinal_words,nat,8,2.0,0.28,0.06
ordinal_words,nat,8,4.0,0.18,0.08
ordinal_words,nat,10,0.0,0.3,0.06
ordinal_words,nat,10,0.5,0.22,0.02
ordinal_words,nat,10,1.0,0.24,0.1
ordinal_words,nat,10,2.0,0.26,0.04
ordinal_words,nat,10,4.0,0.26,0.1
ordinal_words,nat,12,0.0,0.3,0.06
ordinal_words,nat,12,0.5,0.26,0.02
ordinal_words,nat,12,1.0,0.22,0.1
ordinal_words,nat,12,2.0,0.26,0.06
ordinal_words,nat,12,4.0,0.3,0.02
ordinal_words,nat,16,0.0,0.3,0.06
ordinal_words,nat,16,0.5,0.24,0.02
ordinal_words,nat,16,1.0,0.3,0.02
ordinal_words,nat,16,2.0,0.26,0.0
ordinal_words,nat,16,4.0,0.28,0.14
ordinal_words,nat,20,0.0,0.3,0.06
ordinal_words,nat,20,0.5,0.38,0.08
ordinal_words,nat,20,1.0,0.44,0.06
ordinal_words,nat,20,2.0,0.7,0.02
ordinal_words,nat,20,4.0,0.74,0.1
ordinal_words,nat,24,0.0,0.3,0.06
ordinal_words,nat,24,0.5,0.6,0.06
ordinal_words,nat,24,1.0,0.72,0.12
ordinal_words,nat,24,2.0,0.8,0.14
ordinal_words,nat,24,4.0,0.8,0.18
ordinal_words,alt,2,0.0,0.64,0.06
ordinal_words,alt,2,0.5,0.8,0.1
ordinal_words,alt,2,1.0,0.76,0.08
ordinal_words,alt,2,2.0,0.72,0.06
ordinal_words,alt,2,4.0,0.68,0.06
ordinal_words,alt,4,0.0,0.64,0.06
ordinal_words,alt,4,0.5,0.76,0.04
ordinal_words,alt,4,1.0,0.68,0.06
ordinal_words,alt,4,2.0,0.68,0.08
ordinal_words,alt,4,4.0,0.76,0.02
ordinal_words,alt,6,0.0,0.64,0.06
ordinal_words,alt,6,0.5,0.7,0.04
ordinal_words,alt,6,1.0,0.62,0.04
ordinal_words,alt,6,2.0,0.7,0.06
ordinal_words,alt,6,4.0,0.7,0.1
ordinal_words,alt,8,0.0,0.64,0.06
ordinal_words,alt,8,0.5,0.8,0.0
ordinal_words,alt,8,1.0,0.76,0.02
ordinal_words,alt,8,2.0,0.78,0.0
ordinal_words,alt,8,4.0,0.76,0.04
ordinal_words,alt,10,0.0,0.64,0.06
ordinal_words,alt,10,0.5,0.66,0.08
ordinal_words,alt,10,1.0,0.7,0.06
ordinal_words,alt,10,2.0,0.66,0.1
ordinal_words,alt,10,4.0,0.78,0.02
ordinal_words,alt,12,0.0,0.64,0.06
ordinal_words,alt,12,0.5,0.7,0.0
ordinal_words,alt,12,1.0,0.66,0.0
ordinal_words,alt,12,2.0,0.82,0.02
ordinal_words,alt,12,4.0,0.7,0.08
ordinal_words,alt,16,0.0,0.64,0.06
ordinal_words,alt,16,0.5,0.78,0.04
ordinal_words,alt,16,1.0,0.74,0.04
ordinal_words,alt,16,2.0,0.76,0.08
ordinal_words,alt,16,4.0,0.8,0.06
ordinal_words,alt,20,0.0,0.64,0.06
ordinal_words,alt,20,0.5,0.8,0.04
ordinal_words,alt,20,1.0,0.9,0.0
ordinal_words,alt,20,2.0,0.94,0.06
ordinal_words,alt,20,4.0,0.98,0.02
ordinal_words,alt,24,0.0,0.64,0.06
ordinal_words,alt,24,0.5,0.94,0.02
ordinal_words,alt,24,1.0,1.0,0.0
ordinal_words,alt,24,2.0,0.96,0.02
ordinal_words,alt,24,4.0,1.0,0.0
uk_vocab,nat,2,0.0,0.82,0.08
uk_vocab,nat,2,0.5,0.76,0.12
uk_vocab,nat,2,1.0,0.84,0.1
uk_vocab,nat,2,2.0,0.8,0.12
uk_vocab,nat,2,4.0,0.78,0.08
uk_vocab,nat,4,0.0,0.82,0.08
uk_vocab,nat,4,0.5,0.76,0.12
uk_vocab,nat,4,1.0,0.8,0.1
uk_vocab,nat,4,2.0,0.78,0.12
uk_vocab,nat,4,4.0,0.78,0.1
uk_vocab,nat,6,0.0,0.82,0.08
uk_vocab,nat,6,0.5,0.84,0.08
uk_vocab,nat,6,1.0,0.8,0.12
uk_vocab,nat,6,2.0,0.8,0.14
uk_vocab,nat,6,4.0,0.7,0.18
uk_vocab,nat,8,0.0,0.82,0.08
uk_vocab,nat,8,0.5,0.84,0.1
uk_vocab,nat,8,1.0,0.84,0.1
uk_vocab,nat,8,2.0,0.76,0.12
uk_vocab,nat,8,4.0,0.78,0.1
uk_vocab,nat,10,0.0,0.82,0.08
uk_vocab,nat,10,0.5,0.82,0.14
uk_vocab,nat,10,1.0,0.82,0.1
uk_vocab,nat,10,2.0,0.86,0.1
uk_vocab,nat,10,4.0,0.86,0.1
uk_vocab,nat,12,0.0,0.82,0.08
uk_vocab,nat,12,0.5,0.82,0.1
uk_vocab,nat,12,1.0,0.92,0.06
uk_vocab,nat,12,2.0,0.74,0.14
uk_vocab,nat,12,4.0,0.82,0.12
uk_vocab,nat,16,0.0,0.82,0.08
uk_vocab,nat,16,0.5,0.82,0.1
uk_vocab,nat,16,1.0,0.78,0.1
uk_vocab,nat,16,2.0,0.86,0.06
uk_vocab,nat,16,4.0,0.86,0.12
uk_vocab,nat,20,0.0,0.82,0.08
uk_vocab,nat,20,0.5,0.78,0.12
uk_vocab,nat,20,1.0,0.86,0.08
uk_vocab,nat,20,2.0,0.88,0.04
uk_vocab,nat,20,4.0,0.86,0.1
uk_vocab,nat,24,0.0,0.82,0.08
uk_vocab,nat,24,0.5,0.86,0.04
uk_vocab,nat,24,1.0,0.88,0.08
uk_vocab,nat,24,2.0,0.88,0.12
uk_vocab,nat,24,4.0,0.88,0.12
uk_vocab,alt,2,0.0,0.1,0.08
uk_vocab,alt,2,0.5,0.08,0.06
uk_vocab,alt,2,1.0,0.12,0.12
uk_vocab,alt,2,2.0,0.08,0.1
uk_vocab,alt,2,4.0,0.12,0.12
uk_vocab,alt,4,0.0,0.1,0.08
uk_vocab,alt,4,0.5,0.06,0.12
uk_vocab,alt,4,1.0,0.1,0.08
uk_vocab,alt,4,2.0,0.1,0.08
uk_vocab,alt,4,4.0,0.14,0.06
uk_vocab,alt,6,0.0,0.1,0.08
uk_vocab,alt,6,0.5,0.14,0.1
uk_vocab,alt,6,1.0,0.12,0.14
uk_vocab,alt,6,2.0,0.06,0.12
uk_vocab,alt,6,4.0,0.06,0.1
uk_vocab,alt,8,0.0,0.1,0.08
uk_vocab,alt,8,0.5,0.12,0.1
uk_vocab,alt,8,1.0,0.08,0.18
uk_vocab,alt,8,2.0,0.1,0.12
uk_vocab,alt,8,4.0,0.1,0.12
uk_vocab,alt,10,0.0,0.1,0.08
uk_vocab,alt,10,0.5,0.12,0.1
uk_vocab,alt,10,1.0,0.1,0.1
uk_vocab,alt,10,2.0,0.12,0.1
uk_vocab,alt,10,4.0,0.18,0.1
uk_vocab,alt,12,0.0,0.1,0.08
uk_vocab,alt,12,0.5,0.1,0.12
uk_vocab,alt,12,1.0,0.06,0.06
uk_vocab,alt,12,2.0,0.14,0.1
uk_vocab,alt,12,4.0,0.14,0.08
uk_vocab,alt,16,0.0,0.1,0.08
uk_vocab,alt,16,0.5,0.12,0.06
uk_vocab,alt,16,1.0,0.04,0.12
uk_vocab,alt,16,2.0,0.08,0.16
uk_vocab,alt,16,4.0,0.14,0.08
uk_vocab,alt,20,0.0,0.1,0.08
uk_vocab,alt,20,0.5,0.14,0.14
uk_vocab,alt,20,1.0,0.32,0.12
uk_vocab,alt,20,2.0,0.46,0.1
uk_vocab,alt,20,4.0,0.68,0.1
uk_vocab,alt,24,0.0,0.1,0.08
uk_vocab,alt,24,0.5,0.18,0.16
uk_vocab,alt,24,1.0,0.24,0.14
uk_vocab,alt,24,2.0,0.64,0.1
uk_vocab,alt,24,4.0,0.7,0.14
register,nat,2,0.0,0.44,0.24
register,nat,2,0.5,0.42,0.36
register,nat,2,1.0,0.44,0.34
register,nat,2,2.0,0.46,0.34
register,nat,2,4.0,0.5,0.32
register,nat,4,0.0,0.44,0.24
register,nat,4,0.5,0.44,0.38
register,nat,4,1.0,0.52,0.36
register,nat,4,2.0,0.48,0.28
register,nat,4,4.0,0.48,0.32
register,nat,6,0.0,0.44,0.24
register,nat,6,0.5,0.4,0.36
register,nat,6,1.0,0.36,0.4
register,nat,6,2.0,0.46,0.3
register,nat,6,4.0,0.44,0.34
register,nat,8,0.0,0.44,0.24
register,nat,8,0.5,0.44,0.32
register,nat,8,1.0,0.46,0.34
register,nat,8,2.0,0.44,0.34
register,nat,8,4.0,0.48,0.36
register,nat,10,0.0,0.44,0.24
register,nat,10,0.5,0.42,0.38
register,nat,10,1.0,0.48,0.26
register,nat,10,2.0,0.44,0.36
register,nat,10,4.0,0.4,0.36
register,nat,12,0.0,0.44,0.24
register,nat,12,0.5,0.44,0.32
register,nat,12,1.0,0.38,0.4
register,nat,12,2.0,0.54,0.26
register,nat,12,4.0,0.48,0.32
register,nat,16,0.0,0.44,0.24
register,nat,16,0.5,0.5,0.36
register,nat,16,1.0,0.36,0.4
register,nat,16,2.0,0.5,0.34
register,nat,16,4.0,0.34,0.36
register,nat,20,0.0,0.44,0.24
register,nat,20,0.5,0.42,0.32
register,nat,20,1.0,0.46,0.38
register,nat,20,2.0,0.48,0.34
register,nat,20,4.0,0.48,0.3
register,nat,24,0.0,0.44,0.24
register,nat,24,0.5,0.48,0.28
register,nat,24,1.0,0.48,0.34
register,nat,24,2.0,0.48,0.34
register,nat,24,4.0,0.5,0.34
register,alt,2,0.0,0.32,0.24
register,alt,2,0.5,0.26,0.34
register,alt,2,1.0,0.26,0.24
register,alt,2,2.0,0.28,0.28
register,alt,2,4.0,0.22,0.34
register,alt,4,0.0,0.32,0.24
register,alt,4,0.5,0.28,0.32
register,alt,4,1.0,0.28,0.32
register,alt,4,2.0,0.28,0.32
register,alt,4,4.0,0.3,0.28
register,alt,6,0.0,0.32,0.24
register,alt,6,0.5,0.18,0.32
register,alt,6,1.0,0.22,0.42
register,alt,6,2.0,0.22,0.38
register,alt,6,4.0,0.18,0.4
register,alt,8,0.0,0.32,0.24
register,alt,8,0.5,0.2,0.3
register,alt,8,1.0,0.24,0.26
register,alt,8,2.0,0.28,0.3
register,alt,8,4.0,0.28,0.32
register,alt,10,0.0,0.32,0.24
register,alt,10,0.5,0.28,0.3
register,alt,10,1.0,0.14,0.4
register,alt,10,2.0,0.18,0.4
register,alt,10,4.0,0.28,0.26
register,alt,12,0.0,0.32,0.24
register,alt,12,0.5,0.2,0.3
register,alt,12,1.0,0.26,0.28
register,alt,12,2.0,0.2,0.34
register,alt,12,4.0,0.3,0.34
register,alt,16,0.0,0.32,0.24
register,alt,16,0.5,0.34,0.3
register,alt,16,1.0,0.22,0.34
register,alt,16,2.0,0.24,0.34
register,alt,16,4.0,0.28,0.26
register,alt,20,0.0,0.32,0.24
register,alt,20,0.5,0.3,0.28
register,alt,20,1.0,0.26,0.3
register,alt,20,2.0,0.3,0.3
register,alt,20,4.0,0.4,0.36
register,alt,24,0.0,0.32,0.24
register,alt,24,0.5,0.28,0.34
register,alt,24,1.0,0.16,0.28
register,alt,24,2.0,0.36,0.26
register,alt,24,4.0,0.36,0.36
unit_abbr,nat,2,0.0,0.98,0.0
unit_abbr,nat,2,0.5,0.96,0.0
unit_abbr,nat,2,1.0,0.96,0.0
unit_abbr,nat,2,2.0,0.98,0.0
