family,context,arm,direction_family,n,success,convention_rate,judge_ok,unscorable,margin_ctx,top1_ctx,proj_before
js_semicolons,nat,cf_mean,py_quotes,40,0.95,1.0,0.95,0.0,6.53125,1.0,1.1840449199080467
js_semicolons,alt,base,js_semicolons,40,0.825,0.975,0.85,0.0,5.134374994039535,1.0,
js_semicolons,alt,own_zero,js_semicolons,40,0.45,0.5,0.925,0.0,-0.18437499403953553,0.45,-3.7881167262792586
js_semicolons,alt,own_mean,js_semicolons,40,0.7,0.75,0.925,0.0,1.3015624962747097,0.75,-10.141863107681274
js_semicolons,alt,cf_zero,py_quotes,40,0.9,1.0,0.9,0.0,5.064062497019767,1.0,3.92880123257637
js_semicolons,alt,cf_mean,py_quotes,40,0.975,1.0,0.975,0.0,5.182812498509884,1.0,1.4299185253679751
py_indent,nat,base,py_indent,40,0.825,1.0,0.825,0.0,10.6734375,1.0,
py_indent,nat,own_zero,py_indent,40,0.775,0.9,0.875,0.0,6.734375,0.925,7.845791313052177
py_indent,nat,own_mean,py_indent,40,0.725,0.85,0.8,0.025,6.568749988079071,0.975,4.808590870350599
py_indent,nat,cf_zero,py2_except,40,0.9,1.0,0.9,0.0,10.71875,1.0,-0.7549651682376861
py_indent,nat,cf_mean,py2_except,40,0.875,1.0,0.875,0.0,10.703125,1.0,5.492919743061066
py_indent,alt,base,py_indent,40,0.9,0.975,0.925,0.0,8.1671875,1.0,
py_indent,alt,own_zero,py_indent,40,0.675,0.775,0.825,0.0,4.481249991059303,0.7,-4.012750791013241
py_indent,alt,own_mean,py_indent,40,0.45,0.625,0.75,0.0,3.9281249925494195,0.7,-8.099760335683822
py_indent,alt,cf_zero,py2_except,40,0.825,1.0,0.825,0.0,8.08125,1.0,-0.9199953645467758
py_indent,alt,cf_mean,py2_except,40,0.825,1.0,0.825,0.0,8.1859375,1.0,5.314280533790589
py_self_name,nat,base,py_self_name,40,0.975,1.0,0.975,0.0,13.259765625,0.9,
py_self_name,nat,own_zero,py_self_name,40,0.8,0.95,0.85,0.0,4.106249999254942,0.9,18.00785837173462
py_self_name,nat,own_mean,py_self_name,40,1.0,1.0,1.0,0.0,8.118750011920929,0.925,19.12895474433899
py_self_name,nat,cf_zero,py_fstring,40,0.95,1.0,0.95,0.0,13.231640625,0.9,5.098802581056953
py_self_name,nat,cf_mean,py_fstring,40,1.0,1.0,1.0,0.0,13.2234375,0.9,7.757786053419113
py_self_name,alt,base,py_self_name,40,0.925,1.0,0.925,0.0,7.545312505960465,0.925,
py_self_name,alt,own_zero,py_self_name,40,0.3,0.325,0.9,0.0,-1.9093750059604644,0.125,12.40307775735855
py_self_name,alt,own_mean,py_self_name,40,0.15,0.15,0.9,0.0,-4.4218749955296515,0.025,13.623376607894897
py_self_name,alt,cf_zero,py_fstring,40,0.8,0.95,0.825,0.025,7.484374988079071,0.9,4.28611603975296
py_self_name,alt,cf_mean,py_fstring,40,0.95,1.0,0.95,0.0,7.5078125,0.925,6.85401474237442
py_tabs,nat,base,py_tabs,40,0.9,1.0,0.9,0.0,12.3171875,1.0,
py_tabs,nat,own_zero,py_tabs,40,0.725,0.85,0.825,0.0,3.053125,0.875,10.198257768154145
py_tabs,nat,own_mean,py_tabs,40,0.85,1.0,0.85,0.0,8.309375,1.0,16.429805207252503
py_tabs,nat,cf_zero,py_literal_ctor,40,0.775,1.0,0.775,0.0,12.465625,1.0,-4.143229275941849
py_tabs,nat,cf_mean,py_literal_ctor,40,0.925,1.0,0.925,0.0,12.2796875,1.0,-12.617367792129517
py_tabs,alt,base,py_tabs,40,0.8,0.95,0.8,0.0,7.651562511920929,0.95,
py_tabs,alt,own_zero,py_tabs,40,0.6,0.75,0.825,0.0,-0.6890624985098839,0.4,-2.1485261619091034
py_tabs,alt,own_mean,py_tabs,40,0.25,0.35,0.775,0.0,-6.0234375,0.0,4.21027489900589
py_tabs,alt,cf_zero,py_literal_ctor,40,0.85,1.0,0.85,0.0,7.771874988079071,0.95,-3.706523948907852
py_tabs,alt,cf_mean,py_literal_ctor,40,0.9,1.0,0.9,0.0,7.640625011920929,0.95,-12.211456871032714
bash_test,nat,base,bash_test,40,0.9,0.975,0.925,0.025,6.14375,0.95,
bash_test,nat,own_zero,bash_test,40,0.5,0.55,0.925,0.125,-0.5843750014901161,0.1,22.406234478950502
bash_test,nat,own_mean,bash_test,40,0.45,0.525,0.875,0.025,0.346875,0.725,25.84904274940491
bash_test,nat,cf_zero,js_camel_snake,40,0.825,0.95,0.85,0.05,6.1375,0.95,1.287907686829567
bash_test,nat,cf_mean,js_camel_snake,40,0.825,0.925,0.9,0.075,6.184375,0.95,-1.8655258536338806
bash_test,alt,base,bash_test,40,0.75,0.925,0.825,0.025,4.774999986588955,0.975,
bash_test,alt,own_zero,bash_test,40,0.7,0.775,0.925,0.15,2.649999998509884,0.975,11.605239963531494
bash_test,alt,own_mean,bash_test,40,0.7,0.725,0.9,0.0,1.7093749925494195,0.9,14.53263545036316
bash_test,alt,cf_zero,js_camel_snake,40,0.75,0.875,0.85,0.1,4.72187500745058,0.975,0.9503112077713013
bash_test,alt,cf_mean,js_camel_snake,40,0.9,0.925,0.95,0.05,4.715625001490116,0.975,-2.3550171077251436
py_const_naming,nat,base,py_const_naming,40,0.95,0.95,0.95,0.05,6.778125005960464,0.725,
py_const_naming,nat,own_zero,py_const_naming,40,0.525,0.575,0.9,0.325,0.8289062559604645,0.425,3.8511482179164886
py_const_naming,nat,own_mean,py_const_naming,40,0.175,0.2,0.9,0.575,-2.9617187321186065,0.025,-12.109133410453797
py_const_naming,nat,cf_zero,py_class_naming,40,0.875,0.95,0.925,0.025,5.928125,0.725,5.4352394342422485
py_const_naming,nat,cf_mean,py_class_naming,40,0.725,0.8,0.925,0.2,3.012500013411045,0.7,1.7816154211759567
py_const_naming,alt,base,py_const_naming,40,0.925,0.925,0.975,0.05,7.83359375,0.675,
py_const_naming,alt,own_zero,py_const_naming,40,0.575,0.575,0.95,0.05,0.023437502980232238,0.375,1.020885556936264
py_const_naming,alt,own_mean,py_const_naming,40,0.85,0.9,0.925,0.075,4.164062497019768,0.675,-15.406915640830993
py_const_naming,alt,cf_zero,py_class_naming,40,0.675,0.7,0.925,0.3,5.624218767881393,0.5,4.297572347521782
py_const_naming,alt,cf_mean,py_class_naming,40,0.8,0.85,0.925,0.15,7.395117163658142,0.675,-4.411431831121445
docstring_quotes,nat,base,docstring_quotes,40,0.75,0.775,0.95,0.225,8.343750011920928,1.0,
docstring_quotes,nat,own_zero,docstring_quotes,40,0.75,0.85,0.875,0.125,3.3124999940395354,1.0,-2.66704098880291
docstring_quotes,nat,own_mean,docstring_quotes,40,0.8,0.9,0.875,0.075,3.696875,1.0,-11.849353671073914
docstring_quotes,nat,cf_zero,py_type_hints,40,0.85,0.925,0.9,0.075,8.37031248807907,1.0,-2.6334338754415514
docstring_quotes,nat,cf_mean,py_type_hints,40,0.95,0.95,1.0,0.05,8.4078125,1.0,-1.231066033244133
docstring_quotes,alt,base,docstring_quotes,40,0.875,0.925,0.95,0.075,5.1015625,1.0,
docstring_quotes,alt,own_zero,docstring_quotes,40,0.3,0.325,0.95,0.075,-0.5593749925494194,0.1,-5.5646378070116045
docstring_quotes,alt,own_mean,docstring_quotes,40,0.175,0.2,0.85,0.025,-0.9312499910593033,0.05,-16.57819709777832
docstring_quotes,alt,cf_zero,py_type_hints,40,0.875,0.925,0.925,0.075,5.012499994039535,1.0,-3.239699912071228
docstring_quotes,alt,cf_mean,py_type_hints,40,0.85,0.9,0.925,0.1,5.096875,1.0,-1.8331713303923607
num_separators,nat,base,num_separators,40,0.925,0.975,0.95,0.025,7.9,0.95,
num_separators,nat,own_zero,num_separators,40,0.975,0.975,0.975,0.025,7.167187488079071,0.975,-2.3445339769124987
num_separators,nat,own_mean,num_separators,40,0.95,0.975,0.975,0.0,6.0390625,0.975,-7.749224317073822
num_separators,nat,cf_zero,py_not_in,40,0.875,0.925,0.95,0.05,8.140625002980233,0.95,12.223959767818451
num_separators,nat,cf_mean,py_not_in,40,0.875,0.9,0.925,0.075,7.7421875,0.95,11.752135574817657
num_separators,alt,base,num_separators,40,0.9,0.9,0.975,0.025,4.199999998509884,0.9,
num_separators,alt,own_zero,num_separators,40,0.15,0.15,0.95,0.15,-5.0687499940395355,0.0,-4.142490702867508
num_separators,alt,own_mean,num_separators,40,0.175,0.175,0.975,0.05,-4.153125005960464,0.0,-9.704479020833968
num_separators,alt,cf_zero,py_not_in,40,0.85,0.875,0.975,0.075,4.371875001490116,0.9,11.611002790927888
num_separators,alt,cf_mean,py_not_in,40,0.825,0.825,0.95,0.05,4.350000001490116,0.9,11.16122521162033
py_quotes,nat,base,py_quotes,40,0.925,0.975,0.925,0.0,5.93671875,0.95,
py_quotes,nat,own_zero,py_quotes,40,0.625,0.675,0.875,0.0,2.25546875,0.725,8.12798651456833
py_quotes,nat,own_mean,py_quotes,40,0.675,0.775,0.85,0.0,1.8890624955296516,0.7,4.838530597090721
py_quotes,nat,cf_zero,py_enumerate,40,0.85,0.9,0.95,0.0,5.993359366059304,0.95,3.8139848858118057
py_quotes,nat,cf_mean,py_enumerate,40,0.8,0.925,0.875,0.05,5.986328119039536,0.95,1.4341082841157913
py_quotes,alt,base,py_quotes,40,0.85,0.975,0.875,0.0,6.656250005960464,0.95,
py_quotes,alt,own_zero,py_quotes,40,0.6,0.625,0.975,0.0,1.223437497764826,0.65,-1.506049594283104
py_quotes,alt,own_mean,py_quotes,40,0.525,0.625,0.9,0.0,1.6562499955296517,0.875,-5.019462624192238
py_quotes,alt,cf_zero,py_enumerate,40,0.875,1.0,0.875,0.0,6.675781238079071,0.95,3.766531950235367
py_quotes,alt,cf_mean,py_enumerate,40,0.925,0.975,0.95,0.025,6.659374991059304,0.95,1.3993769586086273
trailing_commas,nat,base,trailing_commas,40,0.875,0.875,1.0,0.075,4.523437494039536,0.975,
trailing_commas,nat,own_zero,trailing_commas,40,0.55,0.6,0.925,0.025,0.7484374880790711,0.65,7.549624139070511
trailing_commas,nat,own_mean,trailing_commas,40,0.475,0.5,0.95,0.025,0.15000000223517418,0.45,11.1093581199646
trailing_commas,nat,cf_zero,py_loop_vars,40,0.9,0.925,0.975,0.025,4.5171875,0.975,-3.206251722574234
trailing_commas,nat,cf_mean,py_loop_vars,40,0.9,0.925,0.95,0.05,4.478124994039535,0.975,-9.741967105865479
trailing_commas,alt,base,trailing_commas,40,0.85,0.85,1.0,0.05,3.712499997019768,0.875,
trailing_commas,alt,own_zero,trailing_commas,40,0.7,0.7,0.95,0.025,0.4593749940395355,0.75,5.5382756143808365
trailing_commas,alt,own_mean,trailing_commas,40,0.65,0.675,0.975,0.1,1.0781249970197677,0.9,9.749898052215576
trailing_commas,alt,cf_zero,py_loop_vars,40,0.9,0.925,0.975,0.05,3.767187501490116,0.875,-3.4006291329860687
trailing_commas,alt,cf_mean,py_loop_vars,40,0.925,0.925,1.0,0.075,3.6515625,0.875,-9.944112074375152
blank_lines,nat,base,blank_lines,40,0.925,1.0,0.925,0.0,6.0078125,1.0,
blank_lines,nat,own_zero,blank_lines,40,0.15,0.2,0.8,0.075,-1.6124999970197678,0.05,34.94162702560425
blank_lines,nat,own_mean,blank_lines,40,0.15,0.225,0.8,0.025,-2.946875,0.0,43.56042380332947
blank_lines,nat,cf_zero,c_comment_style,40,0.975,1.0,0.975,0.0,5.996875,1.0,-5.67670419216156
blank_lines,nat,cf_mean,c_comment_style,40,0.8,0.975,0.825,0.0,5.990625,1.0,-16.956596899032593
blank_lines,alt,base,blank_lines,40,0.875,1.0,0.875,0.0,7.910937476158142,1.0,
blank_lines,alt,own_zero,blank_lines,40,0.75,0.875,0.825,0.075,2.7718749910593035,1.0,-10.374079409241677
blank_lines,alt,own_mean,blank_lines,40,0.9,0.95,0.95,0.025,4.075,1.0,-1.0650414876639842
blank_lines,alt,cf_zero,c_comment_style,40,0.825,1.0,0.825,0.0,7.9484375,1.0,-4.82661754488945
blank_lines,alt,cf_mean,c_comment_style,40,0.95,1.0,0.95,0.0,7.874999988079071,1.0,-15.994171047210694
py_optional,nat,base,py_optional,40,0.825,0.9,0.925,0.1,11.2203125,0.95,
py_optional,nat,own_zero,py_optional,40,0.75,0.75,0.95,0.225,3.3046875,0.95,19.439659231901167
py_optional,nat,own_mean,py_optional,40,0.85,0.9,0.95,0.1,5.5546875,0.95,25.6295175075531
py_optional,nat,cf_zero,py_quotes,40,0.775,0.85,0.925,0.15,11.3921875,0.95,3.425995025038719
py_optional,nat,cf_mean,py_quotes,40,0.85,0.925,0.925,0.075,11.315625,0.95,0.6992584578692913
py_optional,alt,base,py_optional,40,0.775,0.85,0.925,0.1,4.668749997019768,0.875,
py_optional,alt,own_zero,py_optional,40,0.65,0.65,0.975,0.25,0.19999999552965164,0.475,8.542471808195113
py_optional,alt,own_mean,py_optional,40,0.425,0.475,0.9,0.425,-1.3687500029802322,0.075,15.305036270618439
py_optional,alt,cf_zero,py_quotes,40,0.775,0.85,0.925,0.125,4.20625,0.875,2.602901726961136
py_optional,alt,cf_mean,py_quotes,40,0.85,0.875,0.975,0.1,4.493749998509884,0.875,-0.04072503745555878
py_snake_camel,nat,base,py_snake_camel,40,0.875,0.95,0.9,0.05,8.225781297683715,0.475,
py_snake_camel,nat,own_zero,py_snake_camel,40,0.725,0.75,0.9,0.075,0.9289062440395355,0.45,4.012654846906662
py_snake_camel,nat,own_mean,py_snake_camel,40,0.525,0.525,0.85,0.05,0.17421874701976775,0.3,11.265253233909608
py_snake_camel,nat,cf_zero,js_var,40,0.8,0.9,0.875,0.1,8.46835936307907,0.5,1.3782735377550126
py_snake_camel,nat,cf_mean,js_var,40,0.9,0.95,0.95,0.05,8.235937464237214,0.5,-6.5424632132053375
py_snake_camel,alt,base,py_snake_camel,40,0.725,0.925,0.775,0.05,6.026171851158142,0.55,
py_snake_camel,alt,own_zero,py_snake_camel,40,0.425,0.475,0.875,0.075,-0.7390625014901161,0.075,2.8963991522789003
py_snake_camel,alt,own_mean,py_snake_camel,40,0.375,0.4,0.95,0.15,-0.0492187425494194,0.3,10.518562698364258
py_snake_camel,alt,cf_zero,js_var,40,0.825,0.925,0.9,0.075,6.509374982118606,0.525,1.0549854069948197
py_snake_camel,alt,cf_mean,js_var,40,0.75,0.925,0.825,0.025,6.095703125,0.525,-6.86675745844841
js_strict_eq,nat,base,js_strict_eq,40,0.875,0.9,0.975,0.075,6.351562488079071,0.875,
js_strict_eq,nat,own_zero,js_strict_eq,40,0.75,0.775,0.95,0.05,1.7406250059604644,0.85,1.6745529919862747
js_strict_eq,nat,own_mean,js_strict_eq,40,0.625,0.7,0.9,0.075,0.9562499985098839,0.75,-4.00489350259304
js_strict_eq,nat,cf_zero,js_quotes,40,0.775,0.95,0.825,0.05,6.184375,0.9,-3.49235123693943
js_strict_eq,nat,cf_mean,js_quotes,40,0.925,0.95,0.975,0.05,6.25,0.875,-5.375314468145371
js_strict_eq,alt,base,js_strict_eq,40,0.825,0.85,0.975,0.025,3.735937511920929,0.9,
js_strict_eq,alt,own_zero,js_strict_eq,40,0.225,0.3,0.8,0.075,-0.4812499970197678,0.075,-7.0109121054410934
js_strict_eq,alt,own_mean,js_strict_eq,40,0.65,0.65,0.975,0.05,0.5968749992549419,0.7,-12.895823991298675
js_strict_eq,alt,cf_zero,js_quotes,40,0.825,0.9,0.925,0.025,3.8187499940395355,0.9,-2.377026392519474
js_strict_eq,alt,cf_mean,js_quotes,40,0.825,0.9,0.925,0.025,3.748437502980232,0.9,-4.3732147216796875
py_builtin_generics,nat,base,py_builtin_generics,40,0.825,0.925,0.85,0.075,8.02812501192093,0.925,
py_builtin_generics,nat,own_zero,py_builtin_generics,40,0.525,0.65,0.85,0.15,1.0093749955296516,0.6,15.98361701965332
py_builtin_generics,nat,own_mean,py_builtin_generics,40,0.45,0.575,0.8,0.175,1.6187499955296516,0.725,31.797247838974
py_builtin_generics,nat,cf_zero,py_with_open,40,0.8,0.95,0.85,0.05,8.0296875,0.925,-7.457888197898865
py_builtin_generics,nat,cf_mean,py_with_open,40,0.85,0.95,0.9,0.05,7.962499988079071,0.925,-8.487371742725372
py_builtin_generics,alt,base,py_builtin_generics,40,0.775,0.95,0.825,0.05,6.578125,0.975,
py_builtin_generics,alt,own_zero,py_builtin_generics,40,0.6,0.675,0.85,0.1,2.1968750029802324,0.875,11.26689715385437
py_builtin_generics,alt,own_mean,py_builtin_generics,40,0.725,0.85,0.85,0.1,1.5781250029802323,0.8,27.07073564529419
py_builtin_generics,alt,cf_zero,py_with_open,40,0.875,0.975,0.9,0.025,6.707812464237213,0.975,-7.084624111652374
py_builtin_generics,alt,cf_mean,py_with_open,40,0.825,0.975,0.85,0.0,6.548437488079071,0.975,-8.093296384811401
sql_keyword_case,nat,base,sql_keyword_case,40,0.8,0.85,0.925,0.15,6.7234375,0.875,
sql_keyword_case,nat,own_zero,sql_keyword_case,40,0.525,0.625,0.9,0.2,1.985937488079071,0.75,-7.439929123222828
sql_keyword_case,nat,own_mean,sql_keyword_case,40,0.525,0.55,0.975,0.2,1.5515625104308128,0.675,-8.192787519097328
sql_keyword_case,nat,cf_zero,py_optional,40,0.7,0.85,0.85,0.15,7.0140625,0.9,2.389582371711731
sql_keyword_case,nat,cf_mean,py_optional,40,0.75,0.875,0.85,0.1,6.598437511920929,0.9,7.8374526560306546
sql_keyword_case,alt,base,sql_keyword_case,40,0.625,0.725,0.9,0.275,5.912500011920929,0.9,
sql_keyword_case,alt,own_zero,sql_keyword_case,40,0.55,0.55,0.925,0.2,0.7781249970197678,0.55,-15.822197866439819
sql_keyword_case,alt,own_mean,sql_keyword_case,40,0.525,0.525,0.9,0.25,1.2515624925494193,0.775,-16.53318819999695
sql_keyword_case,alt,cf_zero,py_optional,40,0.7,0.825,0.85,0.175,5.6625,0.925,5.187364077568054
sql_keyword_case,alt,cf_mean,py_optional,40,0.725,0.775,0.925,0.2,5.773437505960464,0.9,10.530355393886566
js_camel_snake,nat,base,js_camel_snake,40,0.825,0.95,0.85,0.05,7.699999976158142,0.475,
js_camel_snake,nat,own_zero,js_camel_snake,40,0.425,0.475,0.85,0.1,0.2605468675494194,0.35,1.7681334376335145
js_camel_snake,nat,own_mean,js_camel_snake,40,0.575,0.675,0.85,0.125,1.542187511920929,0.45,-3.816114717721939
js_camel_snake,nat,cf_zero,comment_language,40,0.825,0.925,0.875,0.075,7.0468749582767485,0.5,13.10359001159668
js_camel_snake,nat,cf_mean,comment_language,40,0.825,0.95,0.825,0.05,7.6078124850988385,0.475,35.86810617446899
js_camel_snake,alt,base,js_camel_snake,40,0.8,0.825,0.95,0.075,5.574804675579071,0.475,
js_camel_snake,alt,own_zero,js_camel_snake,40,0.475,0.55,0.875,0.1,0.14453124701976777,0.2,0.7823534175753594
js_camel_snake,alt,own_mean,js_camel_snake,40,0.175,0.225,0.925,0.075,-1.1210937589406966,0.075,-4.624678575992585
js_camel_snake,alt,cf_zero,comment_language,40,0.775,0.825,0.925,0.1,5.659375041723251,0.5,12.717644453048706
js_camel_snake,alt,cf_mean,comment_language,40,0.8,0.85,0.9,0.05,5.584179693460465,0.475,35.284124755859374
py_literal_ctor,nat,base,py_literal_ctor,40,0.85,0.85,0.95,0.1,7.4000000059604645,0.975,
py_literal_ctor,nat,own_zero,py_literal_ctor,40,0.85,0.95,0.9,0.025,6.509375,0.975,5.72470538020134
py_literal_ctor,nat,own_mean,py_literal_ctor,40,0.625,0.75,0.825,0.025,2.8140624806284906,0.825,-4.5211696326732635
py_literal_ctor,nat,cf_zero,py_with_open,40,0.875,0.95,0.9,0.05,7.2593750059604645,0.975,-6.053098541498184
py_literal_ctor,nat,cf_mean,py_with_open,40,0.875,0.925,0.95,0.025,7.0140625,0.975,-6.9298641085624695
py_literal_ctor,alt,base,py_literal_ctor,40,0.875,0.975,0.9,0.025,5.817187508940696,0.925,
py_literal_ctor,alt,own_zero,py_literal_ctor,40,0.15,0.15,0.875,0.025,-4.354687494039536,0.0,-14.28931349515915
py_literal_ctor,alt,own_mean,py_literal_ctor,40,0.225,0.25,0.85,0.025,-1.6015625059604646,0.1,-25.33149034976959
py_literal_ctor,alt,cf_zero,py_with_open,40,0.825,0.925,0.9,0.075,5.696875011920929,0.925,-7.635927188396454
py_literal_ctor,alt,cf_mean,py_with_open,40,0.825,0.925,0.9,0.05,5.889062488079071,0.925,-8.53726373910904
py2_print,nat,base,py2_print,40,0.85,0.85,1.0,0.15,10.8359375,0.925,
py2_print,nat,own_zero,py2_print,40,0.7,0.7,0.975,0.225,2.392187498509884,0.925,1.0468810394406318
py2_print,nat,own_mean,py2_print,40,0.2,0.2,0.95,0.2,-0.73125,0.1,-2.7825501650571822
py2_print,nat,cf_zero,blank_lines,40,0.8,0.825,0.975,0.175,10.821875,0.925,0.9205932900309562
py2_print,nat,cf_mean,blank_lines,40,0.675,0.75,0.875,0.25,10.661718761920929,0.925,6.745053753256798
py2_print,alt,base,py2_print,40,0.75,0.875,0.875,0.125,8.062500005960464,0.975,
py2_print,alt,own_zero,py2_print,40,0.325,0.4,0.725,0.275,0.20156250149011612,0.125,-1.2873318552970887
py2_print,alt,own_mean,py2_print,40,0.9,0.9,0.95,0.075,2.9796875029802323,0.975,-5.029613721370697
py2_print,alt,cf_zero,blank_lines,40,0.775,0.775,0.95,0.225,7.4109375,0.975,-1.333939293026924
py2_print,alt,cf_mean,blank_lines,40,0.825,0.9,0.925,0.1,8.004687482118607,0.975,4.572108030319214
py_is_none,nat,base,py_is_none,40,0.85,0.925,0.925,0.075,6.231249994039535,0.95,
py_is_none,nat,own_zero,py_is_none,40,0.725,0.775,0.9,0.175,1.9125,0.925,2.7391454100608827
py_is_none,nat,own_mean,py_is_none,40,0.9,0.95,0.95,0.025,3.1703125059604647,0.975,-15.58215000629425
py_is_none,nat,cf_zero,blank_lines,40,0.9,0.95,0.95,0.05,6.196874994039535,0.975,-1.1911186553537845
py_is_none,nat,cf_mean,blank_lines,40,0.9,0.9,1.0,0.1,6.378125,1.0,5.258029711246491
py_is_none,alt,base,py_is_none,40,0.775,0.8,0.975,0.125,2.712499997019768,0.675,
py_is_none,alt,own_zero,py_is_none,40,0.2,0.25,0.9,0.15,-1.884375,0.05,-5.253602731227875
py_is_none,alt,own_mean,py_is_none,40,0.1,0.1,0.9,0.075,-3.1296874925494196,0.0,-25.55235686302185
py_is_none,alt,cf_zero,blank_lines,40,0.85,0.85,0.975,0.1,2.943750004470348,0.7,-1.0711209535598756
py_is_none,alt,cf_mean,blank_lines,40,0.775,0.775,1.0,0.1,2.678124988079071,0.7,5.464942681789398
js_arrow,nat,base,js_arrow,40,0.8,0.975,0.825,0.025,8.19375,0.9,
